interface,direction,clause,service_title,method_name,overload_index,return_type,arguments,exceptions,signature
RTIambassador,federate-initiated,8.10,Next Message Request,nextMessageRequest,1,void,LogicalTime theTime,LogicalTimeAlreadyPassed; InvalidLogicalTime; InTimeAdvancingState; RequestForTimeRegulationPending; RequestForTimeConstrainedPending; SaveInProgress; RestoreInProgress; FederateNotExecutionMember; NotConnected; RTIinternalError,"void nextMessageRequest(LogicalTime theTime) throws LogicalTimeAlreadyPassed, InvalidLogicalTime, InTimeAdvancingState, RequestForTimeRegulationPending, RequestForTimeConstrainedPending, SaveInProgress, RestoreInProgress, FederateNotExecutionMember, NotConnected, RTIinternalError"
RTIambassador,federate-initiated,8.11,Next Message Request Available,nextMessageRequestAvailable,1,void,LogicalTime theTime,LogicalTimeAlreadyPassed; InvalidLogicalTime; InTimeAdvancingState; RequestForTimeRegulationPending; RequestForTimeConstrainedPending; SaveInProgress; RestoreInProgress; FederateNotExecutionMember; NotConnected; RTIinternalError,"void nextMessageRequestAvailable(LogicalTime theTime) throws LogicalTimeAlreadyPassed, InvalidLogicalTime, InTimeAdvancingState, RequestForTimeRegulationPending, RequestForTimeConstrainedPending, SaveInProgress, RestoreInProgress, FederateNotExecutionMember, NotConnected, RTIinternalError"
RTIambassador,federate-initiated,8.12,Flush Queue Request,flushQueueRequest,1,void,LogicalTime theTime,LogicalTimeAlreadyPassed; InvalidLogicalTime; InTimeAdvancingState; RequestForTimeRegulationPending; RequestForTimeConstrainedPending; SaveInProgress; RestoreInProgress; FederateNotExecutionMember; NotConnected; RTIinternalError,"void flushQueueRequest(LogicalTime theTime) throws LogicalTimeAlreadyPassed, InvalidLogicalTime, InTimeAdvancingState, RequestForTimeRegulationPending, RequestForTimeConstrainedPending, SaveInProgress, RestoreInProgress, FederateNotExecutionMember, NotConnected, RTIinternalError"
RTIambassador,federate-initiated,8.14,Enable Asynchronous Delivery,enableAsynchronousDelivery,1,void,,AsynchronousDeliveryAlreadyEnabled; SaveInProgress; RestoreInProgress; FederateNotExecutionMember; NotConnected; RTIinternalError,"void enableAsynchronousDelivery() throws AsynchronousDeliveryAlreadyEnabled, SaveInProgress, RestoreInProgress, FederateNotExecutionMember, NotConnected, RTIinternalError"
RTIambassador,federate-initiated,8.15,Disable Asynchronous Delivery,disableAsynchronousDelivery,1,void,,AsynchronousDeliveryAlreadyDisabled; SaveInProgress; RestoreInProgress; FederateNotExecutionMember; NotConnected; RTIinternalError,"void disableAsynchronousDelivery() throws AsynchronousDeliveryAlreadyDisabled, SaveInProgress, RestoreInProgress, FederateNotExecutionMember, NotConnected, RTIinternalError"
RTIambassador,federate-initiated,8.16,Query GALT,queryGALT,1,TimeQueryReturn,,SaveInProgress; RestoreInProgress; FederateNotExecutionMember; NotConnected; RTIinternalError,"TimeQueryReturn queryGALT() throws SaveInProgress, RestoreInProgress, FederateNotExecutionMember, NotConnected, RTIinternalError"
RTIambassador,federate-initiated,8.17,Query Logical Time,queryLogicalTime,1,LogicalTime,,SaveInProgress; RestoreInProgress; FederateNotExecutionMember; NotConnected; RTIinternalError,"LogicalTime queryLogicalTime() throws SaveInProgress, RestoreInProgress, FederateNotExecutionMember, NotConnected, RTIinternalError"
RTIambassador,federate-initiated,8.18,Query LITS,queryLITS,1,TimeQueryReturn,,SaveInProgress; RestoreInProgress; FederateNotExecutionMember; NotConnected; RTIinternalError,"TimeQueryReturn queryLITS() throws SaveInProgress, RestoreInProgress, FederateNotExecutionMember, NotConnected, RTIinternalError"
RTIambassador,federate-initiated,8.19,Modify Lookahead,modifyLookahead,1,void,LogicalTimeInterval theLookahead,InvalidLookahead; InTimeAdvancingState; TimeRegulationIsNotEnabled; SaveInProgress; RestoreInProgress; FederateNotExecutionMember; NotConnected; RTIinternalError,"void modifyLookahead(LogicalTimeInterval theLookahead) throws InvalidLookahead, InTimeAdvancingState, TimeRegulationIsNotEnabled, SaveInProgress, RestoreInProgress, FederateNotExecutionMember, NotConnected, RTIinternalError"
RTIambassador,federate-initiated,8.20,Query Lookahead,queryLookahead,1,LogicalTimeInterval,,TimeRegulationIsNotEnabled; SaveInProgress; RestoreInProgress; FederateNotExecutionMember; NotConnected; RTIinternalError,"LogicalTimeInterval queryLookahead() throws TimeRegulationIsNotEnabled, SaveInProgress, RestoreInProgress, FederateNotExecutionMember, NotConnected, RTIinternalError"
RTIambassador,federate-initiated,8.21,Retract,retract,1,void,MessageRetractionHandle theHandle,MessageCanNoLongerBeRetracted; InvalidMessageRetractionHandle; TimeRegulationIsNotEnabled; SaveInProgress; RestoreInProgress; FederateNotExecutionMember; NotConnected; RTIinternalError,"void retract(MessageRetractionHandle theHandle) throws MessageCanNoLongerBeRetracted, InvalidMessageRetractionHandle, TimeRegulationIsNotEnabled, SaveInProgress, RestoreInProgress, FederateNotExecutionMember, NotConnected, RTIinternalError"
RTIambassador,federate-initiated,8.23,Change Attribute Order Type,changeAttributeOrderType,1,void,ObjectInstanceHandle theObject; AttributeHandleSet theAttributes; OrderType theType,AttributeNotOwned; AttributeNotDefined; ObjectInstanceNotKnown; SaveInProgress; RestoreInProgress; FederateNotExecutionMember; NotConnected; RTIinternalError,"void changeAttributeOrderType(ObjectInstanceHandle theObject, AttributeHandleSet theAttributes, OrderType theType) throws AttributeNotOwned, AttributeNotDefined, ObjectInstanceNotKnown, SaveInProgress, RestoreInProgress, FederateNotExecutionMember, NotConnected, RTIinternalError"
RTIambassador,federate-initiated,8.24,Change Interaction Order Type,changeInteractionOrderType,1,void,InteractionClassHandle theClass; OrderType theType,InteractionClassNotPublished; InteractionClassNotDefined; SaveInProgress; RestoreInProgress; FederateNotExecutionMember; NotConnected; RTIinternalError,"void changeInteractionOrderType(InteractionClassHandle theClass, OrderType theType) throws InteractionClassNotPublished, InteractionClassNotDefined, SaveInProgress, RestoreInProgress, FederateNotExecutionMember, NotConnected, RTIinternalError"
RTIambassador,federate-initiated,9.2,Create Region,createRegion,1,RegionHandle,DimensionHandleSet dimensions,InvalidDimensionHandle; SaveInProgress; RestoreInProgress; FederateNotExecutionMember; NotConnected; RTIinternalError,"RegionHandle createRegion(DimensionHandleSet dimensions) throws InvalidDimensionHandle, SaveInProgress, RestoreInProgress, FederateNotExecutionMember, NotConnected, RTIinternalError"
RTIambassador,federate-initiated,9.3,Commit Region Modifications,commitRegionModifications,1,void,RegionHandleSet regions,RegionNotCreatedByThisFederate; InvalidRegion; SaveInProgress; RestoreInProgress; FederateNotExecutionMember; NotConnected; RTIinternalError,"void commitRegionModifications(RegionHandleSet regions) throws RegionNotCreatedByThisFederate, InvalidRegion, SaveInProgress, RestoreInProgress, FederateNotExecutionMember, NotConnected, RTIinternalError"
RTIambassador,federate-initiated,9.4,Delete Region,deleteRegion,1,void,RegionHandle theRegion,RegionInUseForUpdateOrSubscription; RegionNotCreatedByThisFederate; InvalidRegion; SaveInProgress; RestoreInProgress; FederateNotExecutionMember; NotConnected; RTIinternalError,"void deleteRegion(RegionHandle theRegion) throws RegionInUseForUpdateOrSubscription, RegionNotCreatedByThisFederate, InvalidRegion, SaveInProgress, RestoreInProgress, FederateNotExecutionMember, NotConnected, RTIinternalError"
RTIambassador,federate-initiated,9.5,Register Object Instance With Regions,registerObjectInstanceWithRegions,1,ObjectInstanceHandle,ObjectClassHandle theClass; AttributeSetRegionSetPairList attributesAndRegions,InvalidRegionContext; RegionNotCreatedByThisFederate; InvalidRegion; AttributeNotPublished; ObjectClassNotPublished; AttributeNotDefined; ObjectClassNotDefined; SaveInProgress; RestoreInProgress; FederateNotExecutionMember; NotConnected; RTIinternalError,"ObjectInstanceHandle registerObjectInstanceWithRegions(ObjectClassHandle theClass, AttributeSetRegionSetPairList attributesAndRegions) throws InvalidRegionContext, RegionNotCreatedByThisFederate, InvalidRegion, AttributeNotPublished, ObjectClassNotPublished, AttributeNotDefined, ObjectClassNotDefined, SaveInProgress, RestoreInProgress, FederateNotExecutionMember, NotConnected, RTIinternalError"
RTIambassador,federate-initiated,9.5,Register Object Instance With Regions,registerObjectInstanceWithRegions,2,ObjectInstanceHandle,ObjectClassHandle theClass; AttributeSetRegionSetPairList attributesAndRegions; String theObject,ObjectInstanceNameInUse; ObjectInstanceNameNotReserved; InvalidRegionContext; RegionNotCreatedByThisFederate; InvalidRegion; AttributeNotPublished; ObjectClassNotPublished; AttributeNotDefined; ObjectClassNotDefined; SaveInProgress; RestoreInProgress; FederateNotExecutionMember; NotConnected; RTIinternalError,"ObjectInstanceHandle registerObjectInstanceWithRegions(ObjectClassHandle theClass, AttributeSetRegionSetPairList attributesAndRegions, String theObject) throws ObjectInstanceNameInUse, ObjectInstanceNameNotReserved, InvalidRegionContext, RegionNotCreatedByThisFederate, InvalidRegion, AttributeNotPublished, ObjectClassNotPublished, AttributeNotDefined, ObjectClassNotDefined, SaveInProgress, RestoreInProgress, FederateNotExecutionMember, NotConnected, RTIinternalError"
RTIambassador,federate-initiated,9.6,Associate Regions For Updates,associateRegionsForUpdates,1,void,ObjectInstanceHandle theObject; AttributeSetRegionSetPairList attributesAndRegions,InvalidRegionContext; RegionNotCreatedByThisFederate; InvalidRegion; AttributeNotDefined; ObjectInstanceNotKnown; SaveInProgress; RestoreInProgress; FederateNotExecutionMember; NotConnected; RTIinternalError,"void associateRegionsForUpdates(ObjectInstanceHandle theObject, AttributeSetRegionSetPairList attributesAndRegions) throws InvalidRegionContext, RegionNotCreatedByThisFederate, InvalidRegion, AttributeNotDefined, ObjectInstanceNotKnown, SaveInProgress, RestoreInProgress, FederateNotExecutionMember, NotConnected, RTIinternalError"
RTIambassador,federate-initiated,9.7,Unassociate Regions For Updates,unassociateRegionsForUpdates,1,void,ObjectInstanceHandle theObject; AttributeSetRegionSetPairList attributesAndRegions,RegionNotCreatedByThisFederate; InvalidRegion; AttributeNotDefined; ObjectInstanceNotKnown; SaveInProgress; RestoreInProgress; FederateNotExecutionMember; NotConnected; RTIinternalError,"void unassociateRegionsForUpdates(ObjectInstanceHandle theObject, AttributeSetRegionSetPairList attributesAndRegions) throws RegionNotCreatedByThisFederate, InvalidRegion, AttributeNotDefined, ObjectInstanceNotKnown, SaveInProgress, RestoreInProgress, FederateNotExecutionMember, NotConnected, RTIinternalError"
RTIambassador,federate-initiated,9.8,Subscribe Object Class Attributes With Regions,subscribeObjectClassAttributesWithRegions,1,void,ObjectClassHandle theClass; AttributeSetRegionSetPairList attributesAndRegions,InvalidRegionContext; RegionNotCreatedByThisFederate; InvalidRegion; AttributeNotDefined; ObjectClassNotDefined; SaveInProgress; RestoreInProgress; FederateNotExecutionMember; NotConnected; RTIinternalError,"void subscribeObjectClassAttributesWithRegions(ObjectClassHandle theClass, AttributeSetRegionSetPairList attributesAndRegions) throws InvalidRegionContext, RegionNotCreatedByThisFederate, InvalidRegion, AttributeNotDefined, ObjectClassNotDefined, SaveInProgress, RestoreInProgress, FederateNotExecutionMember, NotConnected, RTIinternalError"
RTIambassador,federate-initiated,9.8,Subscribe Object Class Attributes With Regions,subscribeObjectClassAttributesWithRegions,2,void,ObjectClassHandle theClass; AttributeSetRegionSetPairList attributesAndRegions; String updateRateDesignator,InvalidRegionContext; RegionNotCreatedByThisFederate; InvalidRegion; AttributeNotDefined; ObjectClassNotDefined; InvalidUpdateRateDesignator; SaveInProgress; RestoreInProgress; FederateNotExecutionMember; NotConnected; RTIinternalError,"void subscribeObjectClassAttributesWithRegions(ObjectClassHandle theClass, AttributeSetRegionSetPairList attributesAndRegions, String updateRateDesignator) throws InvalidRegionContext, RegionNotCreatedByThisFederate, InvalidRegion, AttributeNotDefined, ObjectClassNotDefined, InvalidUpdateRateDesignator, SaveInProgress, RestoreInProgress, FederateNotExecutionMember, NotConnected, RTIinternalError"
RTIambassador,federate-initiated,9.8,Subscribe Object Class Attributes With Regions,subscribeObjectClassAttributesPassivelyWithRegions,1,void,ObjectClassHandle theClass; AttributeSetRegionSetPairList attributesAndRegions,InvalidRegionContext; RegionNotCreatedByThisFederate; InvalidRegion; AttributeNotDefined; ObjectClassNotDefined; SaveInProgress; RestoreInProgress; FederateNotExecutionMember; NotConnected; RTIinternalError,"void subscribeObjectClassAttributesPassivelyWithRegions(ObjectClassHandle theClass, AttributeSetRegionSetPairList attributesAndRegions) throws InvalidRegionContext, RegionNotCreatedByThisFederate, InvalidRegion, AttributeNotDefined, ObjectClassNotDefined, SaveInProgress, RestoreInProgress, FederateNotExecutionMember, NotConnected, RTIinternalError"
RTIambassador,federate-initiated,9.8,Subscribe Object Class Attributes With Regions,subscribeObjectClassAttributesPassivelyWithRegions,2,void,ObjectClassHandle theClass; AttributeSetRegionSetPairList attributesAndRegions; String updateRateDesignator,InvalidRegionContext; RegionNotCreatedByThisFederate; InvalidRegion; AttributeNotDefined; ObjectClassNotDefined; InvalidUpdateRateDesignator; SaveInProgress; RestoreInProgress; FederateNotExecutionMember; NotConnected; RTIinternalError,"void subscribeObjectClassAttributesPassivelyWithRegions(ObjectClassHandle theClass, AttributeSetRegionSetPairList attributesAndRegions, String updateRateDesignator) throws InvalidRegionContext, RegionNotCreatedByThisFederate, InvalidRegion, AttributeNotDefined, ObjectClassNotDefined, InvalidUpdateRateDesignator, SaveInProgress, RestoreInProgress, FederateNotExecutionMember, NotConnected, RTIinternalError"
RTIambassador,federate-initiated,9.9,Unsubscribe Object Class Attributes With Regions,unsubscribeObjectClassAttributesWithRegions,1,void,ObjectClassHandle theClass; AttributeSetRegionSetPairList attributesAndRegions,RegionNotCreatedByThisFederate; InvalidRegion; AttributeNotDefined; ObjectClassNotDefined; SaveInProgress; RestoreInProgress; FederateNotExecutionMember; NotConnected; RTIinternalError,"void unsubscribeObjectClassAttributesWithRegions(ObjectClassHandle theClass, AttributeSetRegionSetPairList attributesAndRegions) throws RegionNotCreatedByThisFederate, InvalidRegion, AttributeNotDefined, ObjectClassNotDefined, SaveInProgress, RestoreInProgress, FederateNotExecutionMember, NotConnected, RTIinternalError"
RTIambassador,federate-initiated,9.10,Subscribe Interaction Class With Regions,subscribeInteractionClassWithRegions,1,void,InteractionClassHandle theClass; RegionHandleSet regions,FederateServiceInvocationsAreBeingReportedViaMOM; InvalidRegionContext; RegionNotCreatedByThisFederate; InvalidRegion; InteractionClassNotDefined; SaveInProgress; RestoreInProgress; FederateNotExecutionMember; NotConnected; RTIinternalError,"void subscribeInteractionClassWithRegions(InteractionClassHandle theClass, RegionHandleSet regions) throws FederateServiceInvocationsAreBeingReportedViaMOM, InvalidRegionContext, RegionNotCreatedByThisFederate, InvalidRegion, InteractionClassNotDefined, SaveInProgress, RestoreInProgress, FederateNotExecutionMember, NotConnected, RTIinternalError"
RTIambassador,federate-initiated,9.10,Subscribe Interaction Class With Regions,subscribeInteractionClassPassivelyWithRegions,1,void,InteractionClassHandle theClass; RegionHandleSet regions,FederateServiceInvocationsAreBeingReportedViaMOM; InvalidRegionContext; RegionNotCreatedByThisFederate; InvalidRegion; InteractionClassNotDefined; SaveInProgress; RestoreInProgress; FederateNotExecutionMember; NotConnected; RTIinternalError,"void subscribeInteractionClassPassivelyWithRegions(InteractionClassHandle theClass, RegionHandleSet regions) throws FederateServiceInvocationsAreBeingReportedViaMOM, InvalidRegionContext, RegionNotCreatedByThisFederate, InvalidRegion, InteractionClassNotDefined, SaveInProgress, RestoreInProgress, FederateNotExecutionMember, NotConnected, RTIinternalError"
RTIambassador,federate-initiated,9.11,Unsubscribe Interaction Class With Regions,unsubscribeInteractionClassWithRegions,1,void,InteractionClassHandle theClass; RegionHandleSet regions,RegionNotCreatedByThisFederate; InvalidRegion; InteractionClassNotDefined; SaveInProgress; RestoreInProgress; FederateNotExecutionMember; NotConnected; RTIinternalError,"void unsubscribeInteractionClassWithRegions(InteractionClassHandle theClass, RegionHandleSet regions) throws RegionNotCreatedByThisFederate, InvalidRegion, InteractionClassNotDefined, SaveInProgress, RestoreInProgress, FederateNotExecutionMember, NotConnected, RTIinternalError"
RTIambassador,federate-initiated,9.12,Send Interaction With Regions,sendInteractionWithRegions,1,void,InteractionClassHandle theInteraction; ParameterHandleValueMap theParameters; RegionHandleSet regions; byte[] userSuppliedTag,InvalidRegionContext; RegionNotCreatedByThisFederate; InvalidRegion; InteractionClassNotPublished; InteractionParameterNotDefined; InteractionClassNotDefined; SaveInProgress; RestoreInProgress; FederateNotExecutionMember; NotConnected; RTIinternalError,"void sendInteractionWithRegions(InteractionClassHandle theInteraction, ParameterHandleValueMap theParameters, RegionHandleSet regions, byte[] userSuppliedTag) throws InvalidRegionContext, RegionNotCreatedByThisFederate, InvalidRegion, InteractionClassNotPublished, InteractionParameterNotDefined, InteractionClassNotDefined, SaveInProgress, RestoreInProgress, FederateNotExecutionMember, NotConnected, RTIinternalError"
RTIambassador,federate-initiated,9.12,Send Interaction With Regions,sendInteractionWithRegions,2,MessageRetractionReturn,InteractionClassHandle theInteraction; ParameterHandleValueMap theParameters; RegionHandleSet regions; byte[] userSuppliedTag; LogicalTime theTime,InvalidLogicalTime; InvalidRegionContext; RegionNotCreatedByThisFederate; InvalidRegion; InteractionClassNotPublished; InteractionParameterNotDefined; InteractionClassNotDefined; SaveInProgress; RestoreInProgress; FederateNotExecutionMember; NotConnected; RTIinternalError,"MessageRetractionReturn sendInteractionWithRegions(InteractionClassHandle theInteraction, ParameterHandleValueMap theParameters, RegionHandleSet regions, byte[] userSuppliedTag, LogicalTime theTime) throws InvalidLogicalTime, InvalidRegionContext, RegionNotCreatedByThisFederate, InvalidRegion, InteractionClassNotPublished, InteractionParameterNotDefined, InteractionClassNotDefined, SaveInProgress, RestoreInProgress, FederateNotExecutionMember, NotConnected, RTIinternalError"
RTIambassador,federate-initiated,9.13,Request Attribute Value Update With Regions,requestAttributeValueUpdateWithRegions,1,void,ObjectClassHandle theClass; AttributeSetRegionSetPairList attributesAndRegions; byte[] userSuppliedTag,InvalidRegionContext; RegionNotCreatedByThisFederate; InvalidRegion; AttributeNotDefined; ObjectClassNotDefined; SaveInProgress; RestoreInProgress; FederateNotExecutionMember; NotConnected; RTIinternalError,"void requestAttributeValueUpdateWithRegions(ObjectClassHandle theClass, AttributeSetRegionSetPairList attributesAndRegions, byte[] userSuppliedTag) throws InvalidRegionContext, RegionNotCreatedByThisFederate, InvalidRegion, AttributeNotDefined, ObjectClassNotDefined, SaveInProgress, RestoreInProgress, FederateNotExecutionMember, NotConnected, RTIinternalError"
RTIambassador,federate-initiated,10.2,Get Automatic Resign Directive,getAutomaticResignDirective,1,ResignAction,,FederateNotExecutionMember; NotConnected; RTIinternalError,"ResignAction getAutomaticResignDirective() throws FederateNotExecutionMember, NotConnected, RTIinternalError"
RTIambassador,federate-initiated,10.3,Set Automatic Resign Directive,setAutomaticResignDirective,1,void,ResignAction resignAction,InvalidResignAction; FederateNotExecutionMember; NotConnected; RTIinternalError,"void setAutomaticResignDirective(ResignAction resignAction) throws InvalidResignAction, FederateNotExecutionMember, NotConnected, RTIinternalError"
RTIambassador,federate-initiated,10.4,Get Federate Handle,getFederateHandle,1,FederateHandle,String theName,NameNotFound; FederateNotExecutionMember; NotConnected; RTIinternalError,"FederateHandle getFederateHandle(String theName) throws NameNotFound, FederateNotExecutionMember, NotConnected, RTIinternalError"
RTIambassador,federate-initiated,10.5,Get Federate Name,getFederateName,1,String,FederateHandle theHandle,InvalidFederateHandle; FederateHandleNotKnown; FederateNotExecutionMember; NotConnected; RTIinternalError,"String getFederateName(FederateHandle theHandle) throws InvalidFederateHandle, FederateHandleNotKnown, FederateNotExecutionMember, NotConnected, RTIinternalError"
RTIambassador,federate-initiated,10.6,Get Object Class Handle,getObjectClassHandle,1,ObjectClassHandle,String theName,NameNotFound; FederateNotExecutionMember; NotConnected; RTIinternalError,"ObjectClassHandle getObjectClassHandle(String theName) throws NameNotFound, FederateNotExecutionMember, NotConnected, RTIinternalError"
RTIambassador,federate-initiated,10.7,Get Object Class Name,getObjectClassName,1,String,ObjectClassHandle theHandle,InvalidObjectClassHandle; FederateNotExecutionMember; NotConnected; RTIinternalError,"String getObjectClassName(ObjectClassHandle theHandle) throws InvalidObjectClassHandle, FederateNotExecutionMember, NotConnected, RTIinternalError"
RTIambassador,federate-initiated,10.8,Get Known Object Class Handle,getKnownObjectClassHandle,1,ObjectClassHandle,ObjectInstanceHandle theObject,ObjectInstanceNotKnown; FederateNotExecutionMember; NotConnected; RTIinternalError,"ObjectClassHandle getKnownObjectClassHandle(ObjectInstanceHandle theObject) throws ObjectInstanceNotKnown, FederateNotExecutionMember, NotConnected, RTIinternalError"
RTIambassador,federate-initiated,10.9,Get Object Instance Handle,getObjectInstanceHandle,1,ObjectInstanceHandle,String theName,ObjectInstanceNotKnown; FederateNotExecutionMember; NotConnected; RTIinternalError,"ObjectInstanceHandle getObjectInstanceHandle(String theName) throws ObjectInstanceNotKnown, FederateNotExecutionMember, NotConnected, RTIinternalError"
RTIambassador,federate-initiated,10.10,Get Object Instance Name,getObjectInstanceName,1,String,ObjectInstanceHandle theHandle,ObjectInstanceNotKnown; FederateNotExecutionMember; NotConnected; RTIinternalError,"String getObjectInstanceName(ObjectInstanceHandle theHandle) throws ObjectInstanceNotKnown, FederateNotExecutionMember, NotConnected, RTIinternalError"
RTIambassador,federate-initiated,10.11,Get Attribute Handle,getAttributeHandle,1,AttributeHandle,ObjectClassHandle whichClass; String theName,NameNotFound; InvalidObjectClassHandle; FederateNotExecutionMember; NotConnected; RTIinternalError,"AttributeHandle getAttributeHandle(ObjectClassHandle whichClass, String theName) throws NameNotFound, InvalidObjectClassHandle, FederateNotExecutionMember, NotConnected, RTIinternalError"
RTIambassador,federate-initiated,10.12,Get Attribute Name,getAttributeName,1,String,ObjectClassHandle whichClass; AttributeHandle theHandle,AttributeNotDefined; InvalidAttributeHandle; InvalidObjectClassHandle; FederateNotExecutionMember; NotConnected; RTIinternalError,"String getAttributeName(ObjectClassHandle whichClass, AttributeHandle theHandle) throws AttributeNotDefined, InvalidAttributeHandle, InvalidObjectClassHandle, FederateNotExecutionMember, NotConnected, RTIinternalError"
RTIambassador,federate-initiated,10.13,Get Update Rate Value,getUpdateRateValue,1,double,String updateRateDesignator,InvalidUpdateRateDesignator; FederateNotExecutionMember; NotConnected; RTIinternalError,"double getUpdateRateValue(String updateRateDesignator) throws InvalidUpdateRateDesignator, FederateNotExecutionMember, NotConnected, RTIinternalError"
RTIambassador,federate-initiated,10.14,Get Update Rate Value For Attribute,getUpdateRateValueForAttribute,1,double,ObjectInstanceHandle theObject; AttributeHandle theAttribute,ObjectInstanceNotKnown; AttributeNotDefined; FederateNotExecutionMember; NotConnected; RTIinternalError,"double getUpdateRateValueForAttribute(ObjectInstanceHandle theObject, AttributeHandle theAttribute) throws ObjectInstanceNotKnown, AttributeNotDefined, FederateNotExecutionMember, NotConnected, RTIinternalError"
RTIambassador,federate-initiated,10.15,Get Interaction Class Handle,getInteractionClassHandle,1,InteractionClassHandle,String theName,NameNotFound; FederateNotExecutionMember; NotConnected; RTIinternalError,"InteractionClassHandle getInteractionClassHandle(String theName) throws NameNotFound, FederateNotExecutionMember, NotConnected, RTIinternalError"
RTIambassador,federate-initiated,10.16,Get Interaction Class Name,getInteractionClassName,1,String,InteractionClassHandle theHandle,InvalidInteractionClassHandle; FederateNotExecutionMember; NotConnected; RTIinternalError,"String getInteractionClassName(InteractionClassHandle theHandle) throws InvalidInteractionClassHandle, FederateNotExecutionMember, NotConnected, RTIinternalError"
RTIambassador,federate-initiated,10.17,Get Parameter Handle,getParameterHandle,1,ParameterHandle,InteractionClassHandle whichClass; String theName,NameNotFound; InvalidInteractionClassHandle; FederateNotExecutionMember; NotConnected; RTIinternalError,"ParameterHandle getParameterHandle(InteractionClassHandle whichClass, String theName) throws NameNotFound, InvalidInteractionClassHandle, FederateNotExecutionMember, NotConnected, RTIinternalError"
RTIambassador,federate-initiated,10.18,Get Parameter Name,getParameterName,1,String,InteractionClassHandle whichClass; ParameterHandle theHandle,InteractionParameterNotDefined; InvalidParameterHandle; InvalidInteractionClassHandle; FederateNotExecutionMember; NotConnected; RTIinternalError,"String getParameterName(InteractionClassHandle whichClass, ParameterHandle theHandle) throws InteractionParameterNotDefined, InvalidParameterHandle, InvalidInteractionClassHandle, FederateNotExecutionMember, NotConnected, RTIinternalError"
RTIambassador,federate-initiated,10.19,Get Order Type,getOrderType,1,OrderType,String theName,InvalidOrderName; FederateNotExecutionMember; NotConnected; RTIinternalError,"OrderType getOrderType(String theName) throws InvalidOrderName, FederateNotExecutionMember, NotConnected, RTIinternalError"
RTIambassador,federate-initiated,10.20,Get Order Name,getOrderName,1,String,OrderType theType,InvalidOrderType; FederateNotExecutionMember; NotConnected; RTIinternalError,"String getOrderName(OrderType theType) throws InvalidOrderType, FederateNotExecutionMember, NotConnected, RTIinternalError"
RTIambassador,federate-initiated,10.21,Get Transportation Type Handle,getTransportationTypeHandle,1,TransportationTypeHandle,String theName,InvalidTransportationName; FederateNotExecutionMember; NotConnected; RTIinternalError,"TransportationTypeHandle getTransportationTypeHandle(String theName) throws InvalidTransportationName, FederateNotExecutionMember, NotConnected, RTIinternalError"
RTIambassador,federate-initiated,10.22,Get Transportation Type Name,getTransportationTypeName,1,String,TransportationTypeHandle theHandle,InvalidTransportationType; FederateNotExecutionMember; NotConnected; RTIinternalError,"String getTransportationTypeName(TransportationTypeHandle theHandle) throws InvalidTransportationType, FederateNotExecutionMember, NotConnected, RTIinternalError"
RTIambassador,federate-initiated,10.23,Get Available Dimensions For Class Attribute,getAvailableDimensionsForClassAttribute,1,DimensionHandleSet,ObjectClassHandle whichClass; AttributeHandle theHandle,AttributeNotDefined; InvalidAttributeHandle; InvalidObjectClassHandle; FederateNotExecutionMember; NotConnected; RTIinternalError,"DimensionHandleSet getAvailableDimensionsForClassAttribute(ObjectClassHandle whichClass, AttributeHandle theHandle) throws AttributeNotDefined, InvalidAttributeHandle, InvalidObjectClassHandle, FederateNotExecutionMember, NotConnected, RTIinternalError"
RTIambassador,federate-initiated,10.24,Get Available Dimensions For Interaction Class,getAvailableDimensionsForInteractionClass,1,DimensionHandleSet,InteractionClassHandle theHandle,InvalidInteractionClassHandle; FederateNotExecutionMember; NotConnected; RTIinternalError,"DimensionHandleSet getAvailableDimensionsForInteractionClass(InteractionClassHandle theHandle) throws InvalidInteractionClassHandle, FederateNotExecutionMember, NotConnected, RTIinternalError"
RTIambassador,federate-initiated,10.25,Get Dimension Handle,getDimensionHandle,1,DimensionHandle,String theName,NameNotFound; FederateNotExecutionMember; NotConnected; RTIinternalError,"DimensionHandle getDimensionHandle(String theName) throws NameNotFound, FederateNotExecutionMember, NotConnected, RTIinternalError"
RTIambassador,federate-initiated,10.26,Get Dimension Name,getDimensionName,1,String,DimensionHandle theHandle,InvalidDimensionHandle; FederateNotExecutionMember; NotConnected; RTIinternalError,"String getDimensionName(DimensionHandle theHandle) throws InvalidDimensionHandle, FederateNotExecutionMember, NotConnected, RTIinternalError"
RTIambassador,federate-initiated,10.27,Get Dimension Upper Bound,getDimensionUpperBound,1,long,DimensionHandle theHandle,InvalidDimensionHandle; FederateNotExecutionMember; NotConnected; RTIinternalError,"long getDimensionUpperBound(DimensionHandle theHandle) throws InvalidDimensionHandle, FederateNotExecutionMember, NotConnected, RTIinternalError"
RTIambassador,federate-initiated,10.28,Get Dimension Handle Set,getDimensionHandleSet,1,DimensionHandleSet,RegionHandle region,InvalidRegion; SaveInProgress; RestoreInProgress; FederateNotExecutionMember; NotConnected; RTIinternalError,"DimensionHandleSet getDimensionHandleSet(RegionHandle region) throws InvalidRegion, SaveInProgress, RestoreInProgress, FederateNotExecutionMember, NotConnected, RTIinternalError"
