interface,direction,clause,service_title,method_name,overload_index,return_type,arguments,exceptions,signature
RTIambassador,federate-initiated,4.31,Query Federation Restore Status,queryFederationRestoreStatus,1,void,,SaveInProgress; FederateNotExecutionMember; NotConnected; RTIinternalError,"void queryFederationRestoreStatus() throws SaveInProgress, FederateNotExecutionMember, NotConnected, RTIinternalError"
RTIambassador,federate-initiated,5.2,Publish Object Class Attributes,publishObjectClassAttributes,1,void,ObjectClassHandle theClass; AttributeHandleSet attributeList,AttributeNotDefined; ObjectClassNotDefined; SaveInProgress; RestoreInProgress; FederateNotExecutionMember; NotConnected; RTIinternalError,"void publishObjectClassAttributes(ObjectClassHandle theClass, AttributeHandleSet attributeList) throws AttributeNotDefined, ObjectClassNotDefined, SaveInProgress, RestoreInProgress, FederateNotExecutionMember, NotConnected, RTIinternalError"
RTIambassador,federate-initiated,5.3,Unpublish Object Class Attributes,unpublishObjectClass,1,void,ObjectClassHandle theClass,OwnershipAcquisitionPending; ObjectClassNotDefined; SaveInProgress; RestoreInProgress; FederateNotExecutionMember; NotConnected; RTIinternalError,"void unpublishObjectClass(ObjectClassHandle theClass) throws OwnershipAcquisitionPending, ObjectClassNotDefined, SaveInProgress, RestoreInProgress, FederateNotExecutionMember, NotConnected, RTIinternalError"
RTIambassador,federate-initiated,5.3,Unpublish Object Class Attributes,unpublishObjectClassAttributes,1,void,ObjectClassHandle theClass; AttributeHandleSet attributeList,OwnershipAcquisitionPending; AttributeNotDefined; ObjectClassNotDefined; SaveInProgress; RestoreInProgress; FederateNotExecutionMember; NotConnected; RTIinternalError,"void unpublishObjectClassAttributes(ObjectClassHandle theClass, AttributeHandleSet attributeList) throws OwnershipAcquisitionPending, AttributeNotDefined, ObjectClassNotDefined, SaveInProgress, RestoreInProgress, FederateNotExecutionMember, NotConnected, RTIinternalError"
RTIambassador,federate-initiated,5.4,Publish Interaction Class,publishInteractionClass,1,void,InteractionClassHandle theInteraction,InteractionClassNotDefined; SaveInProgress; RestoreInProgress; FederateNotExecutionMember; NotConnected; RTIinternalError,"void publishInteractionClass(InteractionClassHandle theInteraction) throws InteractionClassNotDefined, SaveInProgress, RestoreInProgress, FederateNotExecutionMember, NotConnected, RTIinternalError"
RTIambassador,federate-initiated,5.5,Unpublish Interaction Class,unpublishInteractionClass,1,void,InteractionClassHandle theInteraction,InteractionClassNotDefined; SaveInProgress; RestoreInProgress; FederateNotExecutionMember; NotConnected; RTIinternalError,"void unpublishInteractionClass(InteractionClassHandle theInteraction) throws InteractionClassNotDefined, SaveInProgress, RestoreInProgress, FederateNotExecutionMember, NotConnected, RTIinternalError"
RTIambassador,federate-initiated,5.6,Subscribe Object Class Attributes,subscribeObjectClassAttributes,1,void,ObjectClassHandle theClass; AttributeHandleSet attributeList,AttributeNotDefined; ObjectClassNotDefined; SaveInProgress; RestoreInProgress; FederateNotExecutionMember; NotConnected; RTIinternalError,"void subscribeObjectClassAttributes(ObjectClassHandle theClass, AttributeHandleSet attributeList) throws AttributeNotDefined, ObjectClassNotDefined, SaveInProgress, RestoreInProgress, FederateNotExecutionMember, NotConnected, RTIinternalError"
RTIambassador,federate-initiated,5.6,Subscribe Object Class Attributes,subscribeObjectClassAttributes,2,void,ObjectClassHandle theClass; AttributeHandleSet attributeList; String updateRateDesignator,AttributeNotDefined; ObjectClassNotDefined; InvalidUpdateRateDesignator; SaveInProgress; RestoreInProgress; FederateNotExecutionMember; NotConnected; RTIinternalError,"void subscribeObjectClassAttributes(ObjectClassHandle theClass, AttributeHandleSet attributeList, String updateRateDesignator) throws AttributeNotDefined, ObjectClassNotDefined, InvalidUpdateRateDesignator, SaveInProgress, RestoreInProgress, FederateNotExecutionMember, NotConnected, RTIinternalError"
RTIambassador,federate-initiated,5.6,Subscribe Object Class Attributes,subscribeObjectClassAttributesPassively,1,void,ObjectClassHandle theClass; AttributeHandleSet attributeList,AttributeNotDefined; ObjectClassNotDefined; SaveInProgress; RestoreInProgress; FederateNotExecutionMember; NotConnected; RTIinternalError,"void subscribeObjectClassAttributesPassively(ObjectClassHandle theClass, AttributeHandleSet attributeList) throws AttributeNotDefined, ObjectClassNotDefined, SaveInProgress, RestoreInProgress, FederateNotExecutionMember, NotConnected, RTIinternalError"
RTIambassador,federate-initiated,5.6,Subscribe Object Class Attributes,subscribeObjectClassAttributesPassively,2,void,ObjectClassHandle theClass; AttributeHandleSet attributeList; String updateRateDesignator,AttributeNotDefined; ObjectClassNotDefined; InvalidUpdateRateDesignator; SaveInProgress; RestoreInProgress; FederateNotExecutionMember; NotConnected; RTIinternalError,"void subscribeObjectClassAttributesPassively(ObjectClassHandle theClass, AttributeHandleSet attributeList, String updateRateDesignator) throws AttributeNotDefined, ObjectClassNotDefined, InvalidUpdateRateDesignator, SaveInProgress, RestoreInProgress, FederateNotExecutionMember, NotConnected, RTIinternalError"
RTIambassador,federate-initiated,5.7,Unsubscribe Object Class Attributes,unsubscribeObjectClass,1,void,ObjectClassHandle theClass,ObjectClassNotDefined; SaveInProgress; RestoreInProgress; FederateNotExecutionMember; NotConnected; RTIinternalError,"void unsubscribeObjectClass(ObjectClassHandle theClass) throws ObjectClassNotDefined, SaveInProgress, RestoreInProgress, FederateNotExecutionMember, NotConnected, RTIinternalError"
RTIambassador,federate-initiated,5.7,Unsubscribe Object Class Attributes,unsubscribeObjectClassAttributes,1,void,ObjectClassHandle theClass; AttributeHandleSet attributeList,AttributeNotDefined; ObjectClassNotDefined; SaveInProgress; RestoreInProgress; FederateNotExecutionMember; NotConnected; RTIinternalError,"void unsubscribeObjectClassAttributes(ObjectClassHandle theClass, AttributeHandleSet attributeList) throws AttributeNotDefined, ObjectClassNotDefined, SaveInProgress, RestoreInProgress, FederateNotExecutionMember, NotConnected, RTIinternalError"
RTIambassador,federate-initiated,5.8,Subscribe Interaction Class,subscribeInteractionClass,1,void,InteractionClassHandle theClass,FederateServiceInvocationsAreBeingReportedViaMOM; InteractionClassNotDefined; SaveInProgress; RestoreInProgress; FederateNotExecutionMember; NotConnected; RTIinternalError,"void subscribeInteractionClass(InteractionClassHandle theClass) throws FederateServiceInvocationsAreBeingReportedViaMOM, InteractionClassNotDefined, SaveInProgress, RestoreInProgress, FederateNotExecutionMember, NotConnected, RTIinternalError"
RTIambassador,federate-initiated,5.8,Subscribe Interaction Class,subscribeInteractionClassPassively,1,void,InteractionClassHandle theClass,FederateServiceInvocationsAreBeingReportedViaMOM; InteractionClassNotDefined; SaveInProgress; RestoreInProgress; FederateNotExecutionMember; NotConnected; RTIinternalError,"void subscribeInteractionClassPassively(InteractionClassHandle theClass) throws FederateServiceInvocationsAreBeingReportedViaMOM, InteractionClassNotDefined, SaveInProgress, RestoreInProgress, FederateNotExecutionMember, NotConnected, RTIinternalError"
RTIambassador,federate-initiated,5.9,Unsubscribe Interaction Class,unsubscribeInteractionClass,1,void,InteractionClassHandle theClass,InteractionClassNotDefined; SaveInProgress; RestoreInProgress; FederateNotExecutionMember; NotConnected; RTIinternalError,"void unsubscribeInteractionClass(InteractionClassHandle theClass) throws InteractionClassNotDefined, SaveInProgress, RestoreInProgress, FederateNotExecutionMember, NotConnected, RTIinternalError"
RTIambassador,federate-initiated,6.2,Reserve Object Instance Name,reserveObjectInstanceName,1,void,String theObjectName,IllegalName; SaveInProgress; RestoreInProgress; FederateNotExecutionMember; NotConnected; RTIinternalError,"void reserveObjectInstanceName(String theObjectName) throws IllegalName, SaveInProgress, RestoreInProgress, FederateNotExecutionMember, NotConnected, RTIinternalError"
RTIambassador,federate-initiated,6.4,Release Object Instance Name,releaseObjectInstanceName,1,void,String theObjectInstanceName,ObjectInstanceNameNotReserved; SaveInProgress; RestoreInProgress; FederateNotExecutionMember; NotConnected; RTIinternalError,"void releaseObjectInstanceName(String theObjectInstanceName) throws ObjectInstanceNameNotReserved, SaveInProgress, RestoreInProgress, FederateNotExecutionMember, NotConnected, RTIinternalError"
RTIambassador,federate-initiated,6.5,Reserve Multiple Object Instance Names,reserveMultipleObjectInstanceName,1,void,Set<String> theObjectNames,IllegalName; NameSetWasEmpty; SaveInProgress; RestoreInProgress; FederateNotExecutionMember; NotConnected; RTIinternalError,"void reserveMultipleObjectInstanceName(Set<String> theObjectNames) throws IllegalName, NameSetWasEmpty, SaveInProgress, RestoreInProgress, FederateNotExecutionMember, NotConnected, RTIinternalError"
RTIambassador,federate-initiated,6.7,Release Multiple Object Instance Names,releaseMultipleObjectInstanceName,1,void,Set<String> theObjectNames,ObjectInstanceNameNotReserved; SaveInProgress; RestoreInProgress; FederateNotExecutionMember; NotConnected; RTIinternalError,"void releaseMultipleObjectInstanceName(Set<String> theObjectNames) throws ObjectInstanceNameNotReserved, SaveInProgress, RestoreInProgress, FederateNotExecutionMember, NotConnected, RTIinternalError"
RTIambassador,federate-initiated,6.8,Register Object Instance,registerObjectInstance,1,ObjectInstanceHandle,ObjectClassHandle theClass,ObjectClassNotPublished; ObjectClassNotDefined; SaveInProgress; RestoreInProgress; FederateNotExecutionMember; NotConnected; RTIinternalError,"ObjectInstanceHandle registerObjectInstance(ObjectClassHandle theClass) throws ObjectClassNotPublished, ObjectClassNotDefined, SaveInProgress, RestoreInProgress, FederateNotExecutionMember, NotConnected, RTIinternalError"
RTIambassador,federate-initiated,6.8,Register Object Instance,registerObjectInstance,2,ObjectInstanceHandle,ObjectClassHandle theClass; String theObjectName,ObjectInstanceNameInUse; ObjectInstanceNameNotReserved; ObjectClassNotPublished; ObjectClassNotDefined; SaveInProgress; RestoreInProgress; FederateNotExecutionMember; NotConnected; RTIinternalError,"ObjectInstanceHandle registerObjectInstance(ObjectClassHandle theClass, String theObjectName) throws ObjectInstanceNameInUse, ObjectInstanceNameNotReserved, ObjectClassNotPublished, ObjectClassNotDefined, SaveInProgress, RestoreInProgress, FederateNotExecutionMember, NotConnected, RTIinternalError"
RTIambassador,federate-initiated,6.10,Update Attribute Values,updateAttributeValues,1,void,ObjectInstanceHandle theObject; AttributeHandleValueMap theAttributes; byte[] userSuppliedTag,AttributeNotOwned; AttributeNotDefined; ObjectInstanceNotKnown; SaveInProgress; RestoreInProgress; FederateNotExecutionMember; NotConnected; RTIinternalError,"void updateAttributeValues(ObjectInstanceHandle theObject, AttributeHandleValueMap theAttributes, byte[] userSuppliedTag) throws AttributeNotOwned, AttributeNotDefined, ObjectInstanceNotKnown, SaveInProgress, RestoreInProgress, FederateNotExecutionMember, NotConnected, RTIinternalError"
RTIambassador,federate-initiated,6.10,Update Attribute Values,updateAttributeValues,2,MessageRetractionReturn,ObjectInstanceHandle theObject; AttributeHandleValueMap theAttributes; byte[] userSuppliedTag; LogicalTime theTime,InvalidLogicalTime; AttributeNotOwned; AttributeNotDefined; ObjectInstanceNotKnown; SaveInProgress; RestoreInProgress; FederateNotExecutionMember; NotConnected; RTIinternalError,"MessageRetractionReturn updateAttributeValues(ObjectInstanceHandle theObject, AttributeHandleValueMap theAttributes, byte[] userSuppliedTag, LogicalTime theTime) throws InvalidLogicalTime, AttributeNotOwned, AttributeNotDefined, ObjectInstanceNotKnown, SaveInProgress, RestoreInProgress, FederateNotExecutionMember, NotConnected, RTIinternalError"
RTIambassador,federate-initiated,6.12,Send Interaction,sendInteraction,1,void,InteractionClassHandle theInteraction; ParameterHandleValueMap theParameters; byte[] userSuppliedTag,InteractionClassNotPublished; InteractionParameterNotDefined; InteractionClassNotDefined; SaveInProgress; RestoreInProgress; FederateNotExecutionMember; NotConnected; RTIinternalError,"void sendInteraction(InteractionClassHandle theInteraction, ParameterHandleValueMap theParameters, byte[] userSuppliedTag) throws InteractionClassNotPublished, InteractionParameterNotDefined, InteractionClassNotDefined, SaveInProgress, RestoreInProgress, FederateNotExecutionMember, NotConnected, RTIinternalError"
RTIambassador,federate-initiated,6.12,Send Interaction,sendInteraction,2,MessageRetractionReturn,InteractionClassHandle theInteraction; ParameterHandleValueMap theParameters; byte[] userSuppliedTag; LogicalTime theTime,InvalidLogicalTime; InteractionClassNotPublished; InteractionParameterNotDefined; InteractionClassNotDefined; SaveInProgress; RestoreInProgress; FederateNotExecutionMember; NotConnected; RTIinternalError,"MessageRetractionReturn sendInteraction(InteractionClassHandle theInteraction, ParameterHandleValueMap theParameters, byte[] userSuppliedTag, LogicalTime theTime) throws InvalidLogicalTime, InteractionClassNotPublished, InteractionParameterNotDefined, InteractionClassNotDefined, SaveInProgress, RestoreInProgress, FederateNotExecutionMember, NotConnected, RTIinternalError"
RTIambassador,federate-initiated,6.14,Delete Object Instance,deleteObjectInstance,1,void,ObjectInstanceHandle objectHandle; byte[] userSuppliedTag,DeletePrivilegeNotHeld; ObjectInstanceNotKnown; SaveInProgress; RestoreInProgress; FederateNotExecutionMember; NotConnected; RTIinternalError,"void deleteObjectInstance(ObjectInstanceHandle objectHandle, byte[] userSuppliedTag) throws DeletePrivilegeNotHeld, ObjectInstanceNotKnown, SaveInProgress, RestoreInProgress, FederateNotExecutionMember, NotConnected, RTIinternalError"
RTIambassador,federate-initiated,6.14,Delete Object Instance,deleteObjectInstance,2,MessageRetractionReturn,ObjectInstanceHandle objectHandle; byte[] userSuppliedTag; LogicalTime theTime,InvalidLogicalTime; DeletePrivilegeNotHeld; ObjectInstanceNotKnown; SaveInProgress; RestoreInProgress; FederateNotExecutionMember; NotConnected; RTIinternalError,"MessageRetractionReturn deleteObjectInstance(ObjectInstanceHandle objectHandle, byte[] userSuppliedTag, LogicalTime theTime) throws InvalidLogicalTime, DeletePrivilegeNotHeld, ObjectInstanceNotKnown, SaveInProgress, RestoreInProgress, FederateNotExecutionMember, NotConnected, RTIinternalError"
RTIambassador,federate-initiated,6.16,Local Delete Object Instance,localDeleteObjectInstance,1,void,ObjectInstanceHandle objectHandle,OwnershipAcquisitionPending; FederateOwnsAttributes; ObjectInstanceNotKnown; SaveInProgress; RestoreInProgress; FederateNotExecutionMember; NotConnected; RTIinternalError,"void localDeleteObjectInstance(ObjectInstanceHandle objectHandle) throws OwnershipAcquisitionPending, FederateOwnsAttributes, ObjectInstanceNotKnown, SaveInProgress, RestoreInProgress, FederateNotExecutionMember, NotConnected, RTIinternalError"
RTIambassador,federate-initiated,6.19,Request Attribute Value Update,requestAttributeValueUpdate,1,void,ObjectInstanceHandle theObject; AttributeHandleSet theAttributes; byte[] userSuppliedTag,AttributeNotDefined; ObjectInstanceNotKnown; SaveInProgress; RestoreInProgress; FederateNotExecutionMember; NotConnected; RTIinternalError,"void requestAttributeValueUpdate(ObjectInstanceHandle theObject, AttributeHandleSet theAttributes, byte[] userSuppliedTag) throws AttributeNotDefined, ObjectInstanceNotKnown, SaveInProgress, RestoreInProgress, FederateNotExecutionMember, NotConnected, RTIinternalError"
RTIambassador,federate-initiated,6.19,Request Attribute Value Update,requestAttributeValueUpdate,2,void,ObjectClassHandle theClass; AttributeHandleSet theAttributes; byte[] userSuppliedTag,AttributeNotDefined; ObjectClassNotDefined; SaveInProgress; RestoreInProgress; FederateNotExecutionMember; NotConnected; RTIinternalError,"void requestAttributeValueUpdate(ObjectClassHandle theClass, AttributeHandleSet theAttributes, byte[] userSuppliedTag) throws AttributeNotDefined, ObjectClassNotDefined, SaveInProgress, RestoreInProgress, FederateNotExecutionMember, NotConnected, RTIinternalError"
RTIambassador,federate-initiated,6.23,Request Attribute Transportation Type Change,requestAttributeTransportationTypeChange,1,void,ObjectInstanceHandle theObject; AttributeHandleSet theAttributes; TransportationTypeHandle theType,AttributeAlreadyBeingChanged; AttributeNotOwned; AttributeNotDefined; ObjectInstanceNotKnown; InvalidTransportationType; SaveInProgress; RestoreInProgress; FederateNotExecutionMember; NotConnected; RTIinternalError,"void requestAttributeTransportationTypeChange(ObjectInstanceHandle theObject, AttributeHandleSet theAttributes, TransportationTypeHandle theType) throws AttributeAlreadyBeingChanged, AttributeNotOwned, AttributeNotDefined, ObjectInstanceNotKnown, InvalidTransportationType, SaveInProgress, RestoreInProgress, FederateNotExecutionMember, NotConnected, RTIinternalError"
RTIambassador,federate-initiated,6.25,Query Attribute Transportation Type,queryAttributeTransportationType,1,void,ObjectInstanceHandle theObject; AttributeHandle theAttribute,AttributeNotDefined; ObjectInstanceNotKnown; SaveInProgress; RestoreInProgress; FederateNotExecutionMember; NotConnected; RTIinternalError,"void queryAttributeTransportationType(ObjectInstanceHandle theObject, AttributeHandle theAttribute) throws AttributeNotDefined, ObjectInstanceNotKnown, SaveInProgress, RestoreInProgress, FederateNotExecutionMember, NotConnected, RTIinternalError"
RTIambassador,federate-initiated,6.27,Request Interaction Transportation Type Change,requestInteractionTransportationTypeChange,1,void,InteractionClassHandle theClass; TransportationTypeHandle theType,InteractionClassAlreadyBeingChanged; InteractionClassNotPublished; InteractionClassNotDefined; InvalidTransportationType; SaveInProgress; RestoreInProgress; FederateNotExecutionMember; NotConnected; RTIinternalError,"void requestInteractionTransportationTypeChange(InteractionClassHandle theClass, TransportationTypeHandle theType) throws InteractionClassAlreadyBeingChanged, InteractionClassNotPublished, InteractionClassNotDefined, InvalidTransportationType, SaveInProgress, RestoreInProgress, FederateNotExecutionMember, NotConnected, RTIinternalError"
RTIambassador,federate-initiated,6.29,Query Interaction Transportation Type,queryInteractionTransportationType,1,void,FederateHandle theFederate; InteractionClassHandle theInteraction,InteractionClassNotDefined; SaveInProgress; RestoreInProgress; FederateNotExecutionMember; NotConnected; RTIinternalError,"void queryInteractionTransportationType(FederateHandle theFederate, InteractionClassHandle theInteraction) throws InteractionClassNotDefined, SaveInProgress, RestoreInProgress, FederateNotExecutionMember, NotConnected, RTIinternalError"
RTIambassador,federate-initiated,7.2,Unconditional Attribute Ownership Divestiture,unconditionalAttributeOwnershipDivestiture,1,void,ObjectInstanceHandle theObject; AttributeHandleSet theAttributes,AttributeNotOwned; AttributeNotDefined; ObjectInstanceNotKnown; SaveInProgress; RestoreInProgress; FederateNotExecutionMember; NotConnected; RTIinternalError,"void unconditionalAttributeOwnershipDivestiture(ObjectInstanceHandle theObject, AttributeHandleSet theAttributes) throws AttributeNotOwned, AttributeNotDefined, ObjectInstanceNotKnown, SaveInProgress, RestoreInProgress, FederateNotExecutionMember, NotConnected, RTIinternalError"
RTIambassador,federate-initiated,7.3,Negotiated Attribute Ownership Divestiture,negotiatedAttributeOwnershipDivestiture,1,void,ObjectInstanceHandle theObject; AttributeHandleSet theAttributes; byte[] userSuppliedTag,AttributeAlreadyBeingDivested; AttributeNotOwned; AttributeNotDefined; ObjectInstanceNotKnown; SaveInProgress; RestoreInProgress; FederateNotExecutionMember; NotConnected; RTIinternalError,"void negotiatedAttributeOwnershipDivestiture(ObjectInstanceHandle theObject, AttributeHandleSet theAttributes, byte[] userSuppliedTag) throws AttributeAlreadyBeingDivested, AttributeNotOwned, AttributeNotDefined, ObjectInstanceNotKnown, SaveInProgress, RestoreInProgress, FederateNotExecutionMember, NotConnected, RTIinternalError"
RTIambassador,federate-initiated,7.6,Confirm Divestiture,confirmDivestiture,1,void,ObjectInstanceHandle theObject; AttributeHandleSet theAttributes; byte[] userSuppliedTag,NoAcquisitionPending; AttributeDivestitureWasNotRequested; AttributeNotOwned; AttributeNotDefined; ObjectInstanceNotKnown; SaveInProgress; RestoreInProgress; FederateNotExecutionMember; NotConnected; RTIinternalError,"void confirmDivestiture(ObjectInstanceHandle theObject, AttributeHandleSet theAttributes, byte[] userSuppliedTag) throws NoAcquisitionPending, AttributeDivestitureWasNotRequested, AttributeNotOwned, AttributeNotDefined, ObjectInstanceNotKnown, SaveInProgress, RestoreInProgress, FederateNotExecutionMember, NotConnected, RTIinternalError"
RTIambassador,federate-initiated,7.8,Attribute Ownership Acquisition,attributeOwnershipAcquisition,1,void,ObjectInstanceHandle theObject; AttributeHandleSet desiredAttributes; byte[] userSuppliedTag,AttributeNotPublished; ObjectClassNotPublished; FederateOwnsAttributes; AttributeNotDefined; ObjectInstanceNotKnown; SaveInProgress; RestoreInProgress; FederateNotExecutionMember; NotConnected; RTIinternalError,"void attributeOwnershipAcquisition(ObjectInstanceHandle theObject, AttributeHandleSet desiredAttributes, byte[] userSuppliedTag) throws AttributeNotPublished, ObjectClassNotPublished, FederateOwnsAttributes, AttributeNotDefined, ObjectInstanceNotKnown, SaveInProgress, RestoreInProgress, FederateNotExecutionMember, NotConnected, RTIinternalError"
RTIambassador,federate-initiated,7.9,Attribute Ownership Acquisition If Available,attributeOwnershipAcquisitionIfAvailable,1,void,ObjectInstanceHandle theObject; AttributeHandleSet desiredAttributes,AttributeAlreadyBeingAcquired; AttributeNotPublished; ObjectClassNotPublished; FederateOwnsAttributes; AttributeNotDefined; ObjectInstanceNotKnown; SaveInProgress; RestoreInProgress; FederateNotExecutionMember; NotConnected; RTIinternalError,"void attributeOwnershipAcquisitionIfAvailable(ObjectInstanceHandle theObject, AttributeHandleSet desiredAttributes) throws AttributeAlreadyBeingAcquired, AttributeNotPublished, ObjectClassNotPublished, FederateOwnsAttributes, AttributeNotDefined, ObjectInstanceNotKnown, SaveInProgress, RestoreInProgress, FederateNotExecutionMember, NotConnected, RTIinternalError"
RTIambassador,federate-initiated,7.12,Attribute Ownership Release Denied,attributeOwnershipReleaseDenied,1,void,ObjectInstanceHandle theObject; AttributeHandleSet theAttributes,AttributeNotOwned; AttributeNotDefined; ObjectInstanceNotKnown; SaveInProgress; RestoreInProgress; FederateNotExecutionMember; NotConnected; RTIinternalError,"void attributeOwnershipReleaseDenied(ObjectInstanceHandle theObject, AttributeHandleSet theAttributes) throws AttributeNotOwned, AttributeNotDefined, ObjectInstanceNotKnown, SaveInProgress, RestoreInProgress, FederateNotExecutionMember, NotConnected, RTIinternalError"
RTIambassador,federate-initiated,7.13,Attribute Ownership Divestiture If Wanted,attributeOwnershipDivestitureIfWanted,1,AttributeHandleSet,ObjectInstanceHandle theObject; AttributeHandleSet theAttributes,AttributeNotOwned; AttributeNotDefined; ObjectInstanceNotKnown; SaveInProgress; RestoreInProgress; FederateNotExecutionMember; NotConnected; RTIinternalError,"AttributeHandleSet attributeOwnershipDivestitureIfWanted(ObjectInstanceHandle theObject, AttributeHandleSet theAttributes) throws AttributeNotOwned, AttributeNotDefined, ObjectInstanceNotKnown, SaveInProgress, RestoreInProgress, FederateNotExecutionMember, NotConnected, RTIinternalError"
RTIambassador,federate-initiated,7.14,Cancel Negotiated Attribute Ownership Divestiture,cancelNegotiatedAttributeOwnershipDivestiture,1,void,ObjectInstanceHandle theObject; AttributeHandleSet theAttributes,AttributeDivestitureWasNotRequested; AttributeNotOwned; AttributeNotDefined; ObjectInstanceNotKnown; SaveInProgress; RestoreInProgress; FederateNotExecutionMember; NotConnected; RTIinternalError,"void cancelNegotiatedAttributeOwnershipDivestiture(ObjectInstanceHandle theObject, AttributeHandleSet theAttributes) throws AttributeDivestitureWasNotRequested, AttributeNotOwned, AttributeNotDefined, ObjectInstanceNotKnown, SaveInProgress, RestoreInProgress, FederateNotExecutionMember, NotConnected, RTIinternalError"
RTIambassador,federate-initiated,7.15,Cancel Attribute Ownership Acquisition,cancelAttributeOwnershipAcquisition,1,void,ObjectInstanceHandle theObject; AttributeHandleSet theAttributes,AttributeAcquisitionWasNotRequested; AttributeAlreadyOwned; AttributeNotDefined; ObjectInstanceNotKnown; SaveInProgress; RestoreInProgress; FederateNotExecutionMember; NotConnected; RTIinternalError,"void cancelAttributeOwnershipAcquisition(ObjectInstanceHandle theObject, AttributeHandleSet theAttributes) throws AttributeAcquisitionWasNotRequested, AttributeAlreadyOwned, AttributeNotDefined, ObjectInstanceNotKnown, SaveInProgress, RestoreInProgress, FederateNotExecutionMember, NotConnected, RTIinternalError"
RTIambassador,federate-initiated,7.17,Query Attribute Ownership,queryAttributeOwnership,1,void,ObjectInstanceHandle theObject; AttributeHandle theAttribute,AttributeNotDefined; ObjectInstanceNotKnown; SaveInProgress; RestoreInProgress; FederateNotExecutionMember; NotConnected; RTIinternalError,"void queryAttributeOwnership(ObjectInstanceHandle theObject, AttributeHandle theAttribute) throws AttributeNotDefined, ObjectInstanceNotKnown, SaveInProgress, RestoreInProgress, FederateNotExecutionMember, NotConnected, RTIinternalError"
RTIambassador,federate-initiated,7.19,Is Attribute Owned By Federate,isAttributeOwnedByFederate,1,boolean,ObjectInstanceHandle theObject; AttributeHandle theAttribute,AttributeNotDefined; ObjectInstanceNotKnown; SaveInProgress; RestoreInProgress; FederateNotExecutionMember; NotConnected; RTIinternalError,"boolean isAttributeOwnedByFederate(ObjectInstanceHandle theObject, AttributeHandle theAttribute) throws AttributeNotDefined, ObjectInstanceNotKnown, SaveInProgress, RestoreInProgress, FederateNotExecutionMember, NotConnected, RTIinternalError"
RTIambassador,federate-initiated,8.2,Enable Time Regulation,enableTimeRegulation,1,void,LogicalTimeInterval theLookahead,InvalidLookahead; InTimeAdvancingState; RequestForTimeRegulationPending; TimeRegulationAlreadyEnabled; SaveInProgress; RestoreInProgress; FederateNotExecutionMember; NotConnected; RTIinternalError,"void enableTimeRegulation(LogicalTimeInterval theLookahead) throws InvalidLookahead, InTimeAdvancingState, RequestForTimeRegulationPending, TimeRegulationAlreadyEnabled, SaveInProgress, RestoreInProgress, FederateNotExecutionMember, NotConnected, RTIinternalError"
RTIambassador,federate-initiated,8.4,Disable Time Regulation,disableTimeRegulation,1,void,,TimeRegulationIsNotEnabled; SaveInProgress; RestoreInProgress; FederateNotExecutionMember; NotConnected; RTIinternalError,"void disableTimeRegulation() throws TimeRegulationIsNotEnabled, SaveInProgress, RestoreInProgress, FederateNotExecutionMember, NotConnected, RTIinternalError"
RTIambassador,federate-initiated,8.5,Enable Time Constrained,enableTimeConstrained,1,void,,InTimeAdvancingState; RequestForTimeConstrainedPending; TimeConstrainedAlreadyEnabled; SaveInProgress; RestoreInProgress; FederateNotExecutionMember; NotConnected; RTIinternalError,"void enableTimeConstrained() throws InTimeAdvancingState, RequestForTimeConstrainedPending, TimeConstrainedAlreadyEnabled, SaveInProgress, RestoreInProgress, FederateNotExecutionMember, NotConnected, RTIinternalError"
RTIambassador,federate-initiated,8.7,Disable Time Constrained,disableTimeConstrained,1,void,,TimeConstrainedIsNotEnabled; SaveInProgress; RestoreInProgress; FederateNotExecutionMember; NotConnected; RTIinternalError,"void disableTimeConstrained() throws TimeConstrainedIsNotEnabled, SaveInProgress, RestoreInProgress, FederateNotExecutionMember, NotConnected, RTIinternalError"
RTIambassador,federate-initiated,8.8,Time Advance Request,timeAdvanceRequest,1,void,LogicalTime theTime,LogicalTimeAlreadyPassed; InvalidLogicalTime; InTimeAdvancingState; RequestForTimeRegulationPending; RequestForTimeConstrainedPending; SaveInProgress; RestoreInProgress; FederateNotExecutionMember; NotConnected; RTIinternalError,"void timeAdvanceRequest(LogicalTime theTime) throws LogicalTimeAlreadyPassed, InvalidLogicalTime, InTimeAdvancingState, RequestForTimeRegulationPending, RequestForTimeConstrainedPending, SaveInProgress, RestoreInProgress, FederateNotExecutionMember, NotConnected, RTIinternalError"
RTIambassador,federate-initiated,8.9,Time Advance Request Available,timeAdvanceRequestAvailable,1,void,LogicalTime theTime,LogicalTimeAlreadyPassed; InvalidLogicalTime; InTimeAdvancingState; RequestForTimeRegulationPending; RequestForTimeConstrainedPending; SaveInProgress; RestoreInProgress; FederateNotExecutionMember; NotConnected; RTIinternalError,"void timeAdvanceRequestAvailable(LogicalTime theTime) throws LogicalTimeAlreadyPassed, InvalidLogicalTime, InTimeAdvancingState, RequestForTimeRegulationPending, RequestForTimeConstrainedPending, SaveInProgress, RestoreInProgress, FederateNotExecutionMember, NotConnected, RTIinternalError"
