category,schema,name,type_or_kind,minOccurs,maxOccurs,ref_or_mixed
element,FDD,interactionClass,,,,
element,FDD,name,IdentifierType,,,
element,FDD,sharing,sharingType,0,,
element,FDD,dimensions,,0,,
element,FDD,dimension,ReferenceType,0,unbounded,
element,FDD,transportation,ReferenceType,,,
element,FDD,order,orderType,,,
element,FDD,semantics,String,0,,
element,FDD,parameter,,,,
element,FDD,name,IdentifierType,,,
element,FDD,dataType,ReferenceType,0,,
element,FDD,semantics,String,0,,
element,FDD,dimension,,0,unbounded,
element,FDD,name,IdentifierType,,,
element,FDD,dataType,ReferenceType,0,,
element,FDD,upperBound,,0,,
element,FDD,normalization,NonEmptyString,0,,
element,FDD,value,,0,,
element,FDD,timeStamp,,0,,
element,FDD,dataType,ReferenceType,0,,
element,FDD,semantics,String,0,,
element,FDD,lookahead,,0,,
element,FDD,dataType,ReferenceType,0,,
element,FDD,semantics,String,0,,
element,FDD,updateReflectTag,tagType,0,,
element,FDD,sendReceiveTag,tagType,0,,
element,FDD,deleteRemoveTag,tagType,0,,
element,FDD,divestitureRequestTag,tagType,0,,
element,FDD,divestitureCompletionTag,tagType,0,,
element,FDD,acquisitionRequestTag,tagType,0,,
element,FDD,requestUpdateTag,tagType,0,,
element,FDD,dataType,ReferenceType,0,,
element,FDD,semantics,String,0,,
element,FDD,synchronizationPoint,,0,unbounded,
element,FDD,label,IdentifierType,,,
element,FDD,dataType,ReferenceType,0,,
element,FDD,capability,capabilityType,0,,
element,FDD,semantics,String,0,,
element,FDD,transportation,,0,unbounded,
element,FDD,name,IdentifierType,,,
element,FDD,reliable,,,,
element,FDD,semantics,String,0,,
element,FDD,autoProvide,,,,
element,FDD,conveyRegionDesignatorSets,switchType,,,
element,FDD,conveyProducingFederate,switchType,,,
element,FDD,attributeScopeAdvisory,switchType,,,
element,FDD,attributeRelevanceAdvisory,switchType,,,
element,FDD,objectClassRelevanceAdvisory,switchType,,,
element,FDD,interactionRelevanceAdvisory,switchType,,,
element,FDD,serviceReporting,switchType,,,
element,FDD,exceptionReporting,switchType,,,
element,FDD,delaySubscriptionEvaluation,switchType,,,
element,FDD,automaticResignAction,resignSwitchType,0,,
element,FDD,updateRate,updateRateType,0,unbounded,
element,FDD,name,IdentifierType,,,
element,FDD,rate,RateType,,,
element,FDD,semantics,String,0,,
element,FDD,basicDataRepresentations,basicDataRepresentationsType,0,,
element,FDD,simpleDataTypes,simpleDataTypesType,0,,
element,FDD,enumeratedDataTypes,enumeratedDataTypesType,0,,
element,FDD,arrayDataTypes,,0,,
element,FDD,fixedRecordDataTypes,fixedRecordDataTypesType,0,,
element,FDD,variantRecordDataTypes,variantRecordDataTypesType,0,,
element,FDD,basicData,,0,unbounded,
element,FDD,name,IdentifierType,,,
element,FDD,size,Size,0,,
element,FDD,interpretation,String,0,,
element,FDD,endian,endianType,0,,
element,FDD,encoding,String,0,,
element,FDD,simpleData,,0,unbounded,
element,FDD,name,IdentifierType,,,
element,FDD,representation,ReferenceType,0,,
element,FDD,units,NonEmptyString,0,,
element,FDD,resolution,NonEmptyString,0,,
element,FDD,accuracy,NonEmptyString,0,,
element,FDD,semantics,String,0,,
element,FDD,fixedRecordData,,0,unbounded,
element,FDD,name,IdentifierType,,,
element,FDD,encoding,fixedRecordEncodingType,0,,
element,FDD,semantics,String,0,,
element,FDD,field,,0,unbounded,
element,FDD,name,IdentifierType,,,
element,FDD,dataType,ReferenceType,0,,
element,FDD,semantics,String,0,,
element,FDD,enumeratedData,,0,unbounded,
element,FDD,name,IdentifierType,,,
element,FDD,representation,ReferenceType,0,,
element,FDD,semantics,String,0,,
element,FDD,enumerator,,0,unbounded,
element,FDD,name,IdentifierType,,,
element,FDD,value,String,0,unbounded,
element,FDD,variantRecordData,,0,unbounded,
element,FDD,name,IdentifierType,,,
element,FDD,discriminant,IdentifierType,0,,
element,FDD,dataType,ReferenceType,0,,
element,FDD,alternative,,0,unbounded,
element,FDD,enumerator,NonEmptyString,0,,
element,FDD,name,IdentifierType,0,,
element,FDD,dataType,ReferenceType,0,,
element,FDD,semantics,String,0,,
element,FDD,encoding,variantRecordEncodingType,0,,
element,FDD,semantics,String,0,,
element,FDD,arrayData,,0,unbounded,
element,FDD,name,IdentifierType,,,
element,FDD,dataType,ReferenceType,0,,
element,FDD,cardinality,cardinalityType,0,,
element,FDD,encoding,arrayDatatypeEncodingType,0,,
element,FDD,semantics,String,0,,
element,FDD,note,,0,unbounded,
element,FDD,label,xs:ID,,,
element,FDD,semantics,String,0,,
type,OMT,objectModelType,complexType,,,
type,OMT,modelIdentificationType,complexType,,,
type,OMT,modelType,complexType,,,
type,OMT,securityClassificationType,complexType,,,
type,OMT,applicationDomainType,complexType,,,
type,OMT,keywordType,complexType,,,
type,OMT,pocType,complexType,,,
type,OMT,pocTypeType,complexType,,,
type,OMT,idReferenceType,complexType,,,
type,OMT,glyphType,complexType,,,true
type,OMT,serviceUtilizationType,complexType,,,
type,OMT,objectsType,complexType,,,
type,OMT,objectClassType,complexType,,,
type,OMT,attributeType,complexType,,,
type,OMT,updateType,complexType,,,
type,OMT,ownershipType,complexType,,,
type,OMT,interactionsType,complexType,,,
type,OMT,interactionClassType,complexType,,,
type,OMT,parameterType,complexType,,,
type,OMT,dimensionsType,complexType,,,
type,OMT,dimensionType,complexType,,,
type,OMT,timeType,complexType,,,
type,OMT,tagsType,complexType,,,
type,OMT,tagType,complexType,,,
type,OMT,synchronizationsType,complexType,,,
type,OMT,synchronizationPointType,complexType,,,
type,OMT,capabilityType,complexType,,,
type,OMT,transportationsType,complexType,,,
type,OMT,transportationType,complexType,,,
type,OMT,switchesType,complexType,,,
type,OMT,switchType,complexType,,,
type,OMT,resignSwitchType,complexType,,,
type,OMT,updateRatesType,complexType,,,
type,OMT,updateRateType,complexType,,,
type,OMT,RateType,complexType,,,
type,OMT,dataTypesType,complexType,,,
type,OMT,basicDataRepresentationsType,complexType,,,
type,OMT,basicDataType,complexType,,,
type,OMT,Size,complexType,,,
type,OMT,endianType,complexType,,,
type,OMT,simpleDataTypesType,complexType,,,
type,OMT,simpleDataType,complexType,,,
type,OMT,fixedRecordDataTypesType,complexType,,,
type,OMT,fixedRecordDataType,complexType,,,
type,OMT,fixedRecordEncodingType,complexType,,,
type,OMT,enumeratedDataTypesType,complexType,,,
type,OMT,enumeratedDataType,complexType,,,
type,OMT,variantRecordDataTypesType,complexType,,,
type,OMT,variantRecordDataType,complexType,,,
type,OMT,variantRecordEncodingType,complexType,,,
type,OMT,arrayDataTypesType,complexType,,,
type,OMT,arrayDataType,complexType,,,
type,OMT,arrayDatatypeEncodingType,complexType,,,
type,OMT,cardinalityType,complexType,,,
type,OMT,notesType,complexType,,,
type,OMT,IdentifierType,complexType,,,
type,OMT,ReferenceType,complexType,,,
type,OMT,String,complexType,,,
type,OMT,NonEmptyString,complexType,,,
type,OMT,sharingType,complexType,,,
type,OMT,orderType,complexType,,,
type,OMT,resignActionType,simpleType,,,
type,OMT,nonEmptyString,simpleType,,,
type,OMT,reliableEnumerations,simpleType,,,
type,OMT,sharingEnumerations,simpleType,,,
type,OMT,orderEnumerations,simpleType,,,
type,OMT,endianEnumerations,simpleType,,,
type,OMT,OMTypeEnumerations,simpleType,,,
type,OMT,capabilityEnumerations,simpleType,,,
type,OMT,updateEnumerations,simpleType,,,
type,OMT,ownershipEnumerations,simpleType,,,
type,OMT,glyphTypeEnumerations,simpleType,,,
type,OMT,SecurityClassificationEnumeration,simpleType,,,
type,OMT,ApplicationDomainEnumerations,simpleType,,,
type,OMT,fixedRecordEncodingEnumeration,simpleType,,,
type,OMT,variantRecordEncodingEnumerator,simpleType,,,
type,OMT,arrayDatatypeEncodingEnum,simpleType,,,
type,OMT,POCTypeEnumeration,simpleType,,,
type,OMT,OMTypeUnion,simpleType,,,
type,OMT,glyphTypeUnion,simpleType,,,
type,OMT,fixedRecordEncodingUnion,simpleType,,,
type,OMT,variantRecordEncodingUnion,simpleType,,,
type,OMT,arrayDatatypeEncodingUnion,simpleType,,,
type,OMT,SecurityClassificationUnion,simpleType,,,
type,OMT,ApplicationDomainUnion,simpleType,,,
type,OMT,POCTypeUnion,simpleType,,,
type,OMT,dimensionValuePattern,simpleType,,,
type,OMT,variantRecordEnumeratorPattern,simpleType,,,
type,OMT,cardinalityPattern,simpleType,,,
type,DIF,objectModelType,complexType,,,
type,DIF,modelIdentificationType,complexType,,,
type,DIF,modelType,complexType,,,
type,DIF,securityClassificationType,complexType,,,
type,DIF,applicationDomainType,complexType,,,
type,DIF,keywordType,complexType,,,
type,DIF,pocType,complexType,,,
type,DIF,pocTypeType,complexType,,,
type,DIF,idReferenceType,complexType,,,
type,DIF,glyphType,complexType,,,true
type,DIF,serviceUtilizationType,complexType,,,
type,DIF,objectsType,complexType,,,
type,DIF,objectClassType,complexType,,,
type,DIF,attributeType,complexType,,,
type,DIF,updateType,complexType,,,
type,DIF,ownershipType,complexType,,,
type,DIF,interactionsType,complexType,,,
type,DIF,interactionClassType,complexType,,,
type,DIF,parameterType,complexType,,,
type,DIF,dimensionsType,complexType,,,
type,DIF,dimensionType,complexType,,,
type,DIF,timeType,complexType,,,
type,DIF,tagsType,complexType,,,
type,DIF,tagType,complexType,,,
type,DIF,synchronizationsType,complexType,,,
type,DIF,synchronizationPointType,complexType,,,
type,DIF,capabilityType,complexType,,,
type,DIF,transportationsType,complexType,,,
type,DIF,transportationType,complexType,,,
type,DIF,switchesType,complexType,,,
type,DIF,switchType,complexType,,,
type,DIF,resignSwitchType,complexType,,,
type,DIF,updateRatesType,complexType,,,
type,DIF,updateRateType,complexType,,,
type,DIF,RateType,complexType,,,
type,DIF,dataTypesType,complexType,,,
type,DIF,basicDataRepresentationsType,complexType,,,
type,DIF,basicDataType,complexType,,,
type,DIF,Size,complexType,,,
type,DIF,endianType,complexType,,,
type,DIF,simpleDataTypesType,complexType,,,
type,DIF,simpleDataType,complexType,,,
type,DIF,fixedRecordDataTypesType,complexType,,,
type,DIF,fixedRecordDataType,complexType,,,
type,DIF,fixedRecordEncodingType,complexType,,,
type,DIF,enumeratedDataTypesType,complexType,,,
type,DIF,enumeratedDataType,complexType,,,
type,DIF,variantRecordDataTypesType,complexType,,,
type,DIF,variantRecordDataType,complexType,,,
type,DIF,variantRecordEncodingType,complexType,,,
type,DIF,arrayDataTypesType,complexType,,,
type,DIF,arrayDatatypeEncodingType,complexType,,,
type,DIF,arrayDataType,complexType,,,
type,DIF,cardinalityType,complexType,,,
type,DIF,notesType,complexType,,,
type,DIF,IdentifierType,complexType,,,
type,DIF,ReferenceType,complexType,,,
type,DIF,String,complexType,,,
type,DIF,NonEmptyString,complexType,,,
type,DIF,sharingType,complexType,,,
type,DIF,orderType,complexType,,,
type,DIF,resignActionType,simpleType,,,
type,DIF,nonEmptyString,simpleType,,,
type,DIF,reliableEnumerations,simpleType,,,
type,DIF,sharingEnumerations,simpleType,,,
type,DIF,orderEnumerations,simpleType,,,
type,DIF,endianEnumerations,simpleType,,,
type,DIF,OMTypeEnumerations,simpleType,,,
type,DIF,capabilityEnumerations,simpleType,,,
type,DIF,updateEnumerations,simpleType,,,
type,DIF,ownershipEnumerations,simpleType,,,
type,DIF,glyphTypeEnumerations,simpleType,,,
type,DIF,SecurityClassificationEnumeration,simpleType,,,
type,DIF,ApplicationDomainEnumerations,simpleType,,,
type,DIF,fixedRecordEncodingEnumeration,simpleType,,,
type,DIF,variantRecordEncodingEnumerator,simpleType,,,
type,DIF,arrayDatatypeEncodingEnum,simpleType,,,
type,DIF,POCTypeEnumeration,simpleType,,,
type,DIF,OMTypeUnion,simpleType,,,
type,DIF,glyphTypeUnion,simpleType,,,
type,DIF,fixedRecordEncodingUnion,simpleType,,,
type,DIF,variantRecordEncodingUnion,simpleType,,,
type,DIF,arrayDatatypeEncodingUnion,simpleType,,,
type,DIF,SecurityClassificationUnion,simpleType,,,
type,DIF,ApplicationDomainUnion,simpleType,,,
type,DIF,POCTypeUnion,simpleType,,,
type,DIF,dimensionValuePattern,simpleType,,,
type,DIF,variantRecordEnumeratorPattern,simpleType,,,
type,DIF,cardinalityPattern,simpleType,,,
type,FDD,objectModelType,complexType,,,
type,FDD,modelIdentificationType,complexType,,,
type,FDD,modelType,complexType,,,
type,FDD,securityClassificationType,complexType,,,
type,FDD,applicationDomainType,complexType,,,
type,FDD,keywordType,complexType,,,
type,FDD,pocType,complexType,,,
type,FDD,pocTypeType,complexType,,,
type,FDD,idReferenceType,complexType,,,
type,FDD,glyphType,complexType,,,true
type,FDD,serviceUtilizationType,complexType,,,
type,FDD,objectsType,complexType,,,
type,FDD,objectClassType,complexType,,,
type,FDD,attributeType,complexType,,,
type,FDD,updateType,complexType,,,
type,FDD,ownershipType,complexType,,,
type,FDD,interactionsType,complexType,,,
type,FDD,interactionClassType,complexType,,,
type,FDD,parameterType,complexType,,,
type,FDD,dimensionsType,complexType,,,
type,FDD,dimensionType,complexType,,,
type,FDD,timeType,complexType,,,
type,FDD,tagsType,complexType,,,
type,FDD,tagType,complexType,,,
type,FDD,synchronizationsType,complexType,,,
type,FDD,synchronizationPointType,complexType,,,
type,FDD,capabilityType,complexType,,,
type,FDD,transportationsType,complexType,,,
type,FDD,transportationType,complexType,,,
type,FDD,switchesType,complexType,,,
type,FDD,switchType,complexType,,,
type,FDD,resignSwitchType,complexType,,,
type,FDD,updateRatesType,complexType,,,
type,FDD,updateRateType,complexType,,,
type,FDD,RateType,complexType,,,
type,FDD,dataTypesType,complexType,,,
type,FDD,basicDataRepresentationsType,complexType,,,
type,FDD,basicDataType,complexType,,,
type,FDD,Size,complexType,,,
type,FDD,endianType,complexType,,,
type,FDD,simpleDataTypesType,complexType,,,
type,FDD,simpleDataType,complexType,,,
type,FDD,fixedRecordDataTypesType,complexType,,,
type,FDD,fixedRecordDataType,complexType,,,
type,FDD,fixedRecordEncodingType,complexType,,,
type,FDD,enumeratedDataTypesType,complexType,,,
type,FDD,enumeratedDataType,complexType,,,
type,FDD,variantRecordDataTypesType,complexType,,,
type,FDD,variantRecordDataType,complexType,,,
type,FDD,variantRecordEncodingType,complexType,,,
type,FDD,arrayDataTypesType,complexType,,,
type,FDD,arrayDataType,complexType,,,
type,FDD,cardinalityType,complexType,,,
type,FDD,arrayDatatypeEncodingType,complexType,,,
type,FDD,notesType,complexType,,,
type,FDD,IdentifierType,complexType,,,
type,FDD,ReferenceType,complexType,,,
type,FDD,String,complexType,,,
type,FDD,NonEmptyString,complexType,,,
type,FDD,sharingType,complexType,,,
type,FDD,orderType,complexType,,,
type,FDD,resignActionType,simpleType,,,
type,FDD,nonEmptyString,simpleType,,,
type,FDD,reliableEnumerations,simpleType,,,
type,FDD,sharingEnumerations,simpleType,,,
type,FDD,orderEnumerations,simpleType,,,
type,FDD,endianEnumerations,simpleType,,,
type,FDD,OMTypeEnumerations,simpleType,,,
type,FDD,capabilityEnumerations,simpleType,,,
type,FDD,updateEnumerations,simpleType,,,
type,FDD,ownershipEnumerations,simpleType,,,
type,FDD,glyphTypeEnumerations,simpleType,,,
type,FDD,SecurityClassificationEnumeration,simpleType,,,
type,FDD,ApplicationDomainEnumerations,simpleType,,,
type,FDD,fixedRecordEncodingEnumeration,simpleType,,,
type,FDD,variantRecordEncodingEnumerator,simpleType,,,
type,FDD,arrayDatatypeEncodingEnum,simpleType,,,
type,FDD,POCTypeEnumeration,simpleType,,,
type,FDD,OMTypeUnion,simpleType,,,
type,FDD,glyphTypeUnion,simpleType,,,
type,FDD,fixedRecordEncodingUnion,simpleType,,,
type,FDD,variantRecordEncodingUnion,simpleType,,,
type,FDD,arrayDatatypeEncodingUnion,simpleType,,,
type,FDD,SecurityClassificationUnion,simpleType,,,
type,FDD,ApplicationDomainUnion,simpleType,,,
type,FDD,POCTypeUnion,simpleType,,,
type,FDD,dimensionValuePattern,simpleType,,,
type,FDD,variantRecordEnumeratorPattern,simpleType,,,
type,FDD,cardinalityPattern,simpleType,,,
